119.314822,39.423723
119.314648,39.423819
119.314474,39.42407
119.314344,39.424665
119.314153,39.425663
119.313648,39.426969
119.31344,39.427876
119.312935,39.429586
119.312361,39.431891
119.311535,39.434026
119.311092,39.434832
119.310744,39.435388
119.310396,39.435925
119.309622,39.437231
119.309187,39.438576
119.309187,39.438789
119.309431,39.439193
119.309796,39.439463
119.310379,39.439503
119.31084,39.439352
119.311301,39.438949
119.31171,39.438294
119.313127,39.435604
119.314136,39.432797
119.314423,39.431721
119.314727,39.430605
119.316197,39.428033
119.316388,39.427399
119.316414,39.4267
119.316484,39.425246
119.316362,39.424456
119.315962,39.423916
119.315657,39.423764
